cookie,conversion,time,sales,impression,channel,creative
ef22cd4e116da8ba5efd46123a51c,0,2014-12-23T07:13:27Z,0,1,Display_2,Creative2
ef22cd4e116da8ba5efd46123a51c,0,2014-12-23T07:52:29Z,0,1,Display_2,Creative2
ef22cd4e116da8ba5efd46123a51c,0,2014-12-23T07:53:17Z,0,1,Display_2,Creative1
ef22cd4e116da8ba5efd46123a51c,0,2014-12-23T07:58:10Z,0,1,Display_2,Creative1
ef22cd4e116da8ba5efd46123a51c,0,2014-12-23T12:17:06Z,0,1,PaidSearch_1,Creative2
ef22cd4e116da8ba5efd46123a51c,0,2014-12-24T08:06:24Z,0,1,Display_2,Creative1
ef22cd4e116da8ba5efd46123a51c,0,2014-12-24T10:06:09Z,0,1,Display_2,Creative2
ef22cd4e116da8ba5efd46123a51c,0,2014-12-24T10:07:13Z,0,1,PaidSearch_1,Creative3
ef22cd4e116da8ba5efd46123a51c,0,2014-12-24T12:20:33Z,0,1,Display_2,Creative1
ef22cd4e116da8ba5efd46123a51c,0,2014-12-24T12:21:13Z,0,1,Display_2,Creative3
ef22cd4e116da8ba5efd46123a51c,0,2014-12-24T14:09:51Z,0,1,Display_2,Creative1
ef22cd4e116da8ba5efd46123a51c,0,2014-12-29T14:13:00Z,0,1,Display_2,Creative2
ef22cd4e116da8ba5efd46123a51c,0,2014-12-31T07:14:02Z,0,1,Display_2,Creative1
d8d5l86278a6eia5e7l8542876387,0,2014-12-04T14:21:05Z,0,1,Display_1,Creative1
d8d5l86278a6eia5e7l8542876387,0,2014-12-08T12:23:54Z,0,1,Display_1,Creative3
d8d5l86278a6eia5e7l8542876387,0,2014-12-08T12:27:09Z,0,1,Display_1,Creative3
d8d5l86278a6eia5e7l8542876387,0,2014-12-08T12:27:52Z,0,1,Display_1,Creative2
5a2b54lf52f5l8d3el7l7dc466fi5,0,2014-12-09T14:01:13Z,0,1,PaidSearch_2,Creative2
526e76c8c44ciff378a44e8d86276,0,2014-12-18T20:15:26Z,0,1,PaidSearch_2,Creative1
526e76c8c44ciff378a44e8d86276,0,2014-12-18T20:16:12Z,0,1,PaidSearch_2,Creative1
526e76c8c44ciff378a44e8d86276,0,2014-12-23T20:35:02Z,0,1,PaidSearch_2,Creative1
526e76c8c44ciff378a44e8d86276,0,2014-12-27T16:45:04Z,0,1,PaidSearch_2,Creative2
526e76c8c44ciff378a44e8d86276,0,2014-12-27T16:45:46Z,0,1,PaidSearch_2,Creative2
a7cdb8535b365c1ca8ib15dl1c323,0,2014-12-11T14:03:15Z,0,1,Display_3,Creative3
a7cdb8535b365c1ca8ib15dl1c323,0,2014-12-11T14:03:23Z,0,1,Display_3,Creative2
a7cdb8535b365c1ca8ib15dl1c323,0,2014-12-11T14:03:27Z,0,1,Display_3,Creative2
a7cdb8535b365c1ca8ib15dl1c323,0,2014-12-11T14:03:44Z,0,1,Display_3,Creative1
a7cdb8535b365c1ca8ib15dl1c323,0,2014-12-11T14:03:48Z,0,1,Display_3,Creative3
a7cdb8535b365c1ca8ib15dl1c323,0,2014-12-11T14:03:52Z,0,1,Display_3,Creative3
c25i3463e58il78li37ee67d1abc4,0,2014-12-03T01:26:12Z,0,1,PaidSearch_2,Creative2
3bci4lfc1b8f55e45l6e367i227ed,0,2014-12-25T14:15:11Z,0,1,Display_2,Creative3
c86344cifai6a84c7id8iff64383c,0,2014-12-08T20:12:14Z,0,1,Display_1,Creative1
c86344cifai6a84c7id8iff64383c,0,2014-12-08T20:12:46Z,0,1,Display_1,Creative3
al271cfb1i8l35a532cl1646f4ed5,0,2014-12-07T13:20:49Z,0,1,PaidSearch_2,Creative2
al271cfb1i8l35a532cl1646f4ed5,0,2014-12-22T13:06:56Z,0,1,Display_3,Creative1
al271cfb1i8l35a532cl1646f4ed5,0,2014-12-26T14:23:19Z,0,1,PaidSearch_2,Creative1
326f44al145l6lc3cca77cced6c58,0,2014-12-17T15:03:35Z,0,1,Display_1,Creative1
bdelaaefi1a732deiccl3bbf5ffc3,0,2014-12-03T12:54:25Z,0,1,Display_1,Creative2
bdelaaefi1a732deiccl3bbf5ffc3,0,2014-12-03T12:58:11Z,0,1,Display_1,Creative3
bdelaaefi1a732deiccl3bbf5ffc3,0,2014-12-27T14:53:44Z,0,1,Display_2,Creative1
524l3i44lal4ib8laal5l53c64f5i,0,2014-12-12T10:31:25Z,0,1,Display_1,Creative1
524l3i44lal4ib8laal5l53c64f5i,0,2014-12-12T10:31:34Z,0,1,Display_1,Creative2
524l3i44lal4ib8laal5l53c64f5i,0,2014-12-22T13:37:21Z,0,1,PaidSearch_2,Creative2
a3c428ccc6c1bcc2f34li5e27e3ii,0,2014-12-18T10:36:22Z,0,1,PaidSearch_2,Creative1
a3c428ccc6c1bcc2f34li5e27e3ii,0,2014-12-22T09:01:28Z,0,1,PaidSearch_1,Creative3
a3c428ccc6c1bcc2f34li5e27e3ii,0,2014-12-22T09:04:48Z,0,1,PaidSearch_2,Creative1
a3c428ccc6c1bcc2f34li5e27e3ii,0,2014-12-22T09:05:20Z,0,1,PaidSearch_2,Creative2
3l8cde86i4b6iacb3162a3172ba7b,0,2014-12-09T13:14:29Z,0,1,Display_1,Creative2
3l8cde86i4b6iacb3162a3172ba7b,0,2014-12-09T13:15:20Z,0,1,Display_1,Creative1
3l8cde86i4b6iacb3162a3172ba7b,0,2014-12-14T16:57:22Z,0,1,Display_1,Creative1
3l8cde86i4b6iacb3162a3172ba7b,0,2014-12-14T16:57:28Z,0,1,Display_1,Creative2
d11e2f3ci2bc27fbcb711c53ied1a,0,2014-12-11T11:21:59Z,0,1,PaidSearch_2,Creative3
d11e2f3ci2bc27fbcb711c53ied1a,0,2014-12-11T11:22:32Z,0,1,PaidSearch_2,Creative2
5ef4a3befi4d7821af5e383ed1e84,0,2014-12-17T14:30:59Z,0,1,PaidSearch_2,Creative2
5ef4a3befi4d7821af5e383ed1e84,0,2014-12-17T14:35:25Z,0,1,PaidSearch_2,Creative2
7f1iie5i5eb5dda85d5daee36dd1i,0,2014-12-04T22:02:39Z,0,1,PaidSearch_1,Creative3
l7f4ci11elf75a75b8e3e363il5e7,0,2014-12-18T10:31:40Z,0,1,PaidSearch_2,Creative3
l7f4ci11elf75a75b8e3e363il5e7,0,2014-12-29T11:56:37Z,0,1,PaidSearch_2,Creative2
l7f4ci11elf75a75b8e3e363il5e7,0,2014-12-29T11:58:42Z,0,1,PaidSearch_2,Creative2
l7f4ci11elf75a75b8e3e363il5e7,0,2014-12-31T09:20:22Z,0,1,PaidSearch_1,Creative1
8be5c3lc7a1l52f7ie1i6766653e7,0,2014-12-01T15:21:45Z,0,1,Display_1,Creative2
8be5c3lc7a1l52f7ie1i6766653e7,0,2014-12-01T15:22:26Z,0,1,Display_1,Creative1
8be5c3lc7a1l52f7ie1i6766653e7,0,2014-12-01T15:23:07Z,0,1,Display_1,Creative1
8be5c3lc7a1l52f7ie1i6766653e7,0,2014-12-04T08:45:35Z,0,1,PaidSearch_1,Creative2
8be5c3lc7a1l52f7ie1i6766653e7,0,2014-12-17T09:02:13Z,0,1,Display_2,Creative3
8be5c3lc7a1l52f7ie1i6766653e7,0,2014-12-17T09:02:52Z,0,1,Display_2,Creative2
8be5c3lc7a1l52f7ie1i6766653e7,0,2014-12-17T13:15:59Z,0,1,Display_2,Creative1
8be5c3lc7a1l52f7ie1i6766653e7,0,2014-12-18T13:11:14Z,0,1,PaidSearch_1,Creative2
8be5c3lc7a1l52f7ie1i6766653e7,0,2014-12-22T11:56:20Z,0,1,Display_2,Creative3
6267feiida1e32fdc78l364l2l8da,0,2014-12-24T11:42:23Z,0,1,PaidSearch_1,Creative3
6267feiida1e32fdc78l364l2l8da,0,2014-12-25T13:01:20Z,0,1,Display_1,Creative3
6267feiida1e32fdc78l364l2l8da,0,2014-12-25T13:02:01Z,0,1,Display_1,Creative2
6267feiida1e32fdc78l364l2l8da,0,2014-12-25T13:02:06Z,0,1,Display_1,Creative2
d41ifl4714ifaibad415417e8bb55,0,2014-12-26T12:48:09Z,0,1,Display_1,Creative2
d41ifl4714ifaibad415417e8bb55,0,2014-12-26T12:49:31Z,0,1,Display_1,Creative1
35c8l6ef3lea2ec255a24ladb14ad,0,2014-12-09T10:19:55Z,0,1,PaidSearch_2,Creative2
4faie6b41ic1ed85lic53deccbi65,0,2014-12-15T13:56:31Z,0,1,Display_1,Creative1
4faie6b41ic1ed85lic53deccbi65,0,2014-12-15T13:57:02Z,0,1,Display_1,Creative2
44e17b72c8551a8i287378a7i1371,0,2014-12-11T11:41:08Z,0,1,Display_1,Creative2
44e17b72c8551a8i287378a7i1371,0,2014-12-12T11:32:00Z,0,1,Display_1,Creative1
44e17b72c8551a8i287378a7i1371,0,2014-12-12T11:32:16Z,0,1,Display_1,Creative1
44e17b72c8551a8i287378a7i1371,0,2014-12-23T13:49:35Z,0,1,PaidSearch_1,Creative1
18b36bel76d4i2d32el5bdl41b7a3,0,2014-12-12T11:50:14Z,0,1,PaidSearch_2,Creative2
18b36bel76d4i2d32el5bdl41b7a3,0,2014-12-16T11:41:21Z,0,1,Display_1,Creative1
32i136eb38ibdf5dl1lflei217247,0,2014-12-22T20:02:48Z,0,1,PaidSearch_2,Creative1
ccef141l28762eeba1l8l7e6a5c2c,0,2014-12-03T12:42:16Z,0,1,Display_1,Creative3
ccef141l28762eeba1l8l7e6a5c2c,0,2014-12-05T09:57:14Z,0,1,PaidSearch_2,Creative1
ccef141l28762eeba1l8l7e6a5c2c,0,2014-12-05T11:16:25Z,0,1,Display_1,Creative2
ccef141l28762eeba1l8l7e6a5c2c,0,2014-12-05T11:18:06Z,0,1,Display_1,Creative3
ccef141l28762eeba1l8l7e6a5c2c,0,2014-12-05T11:18:18Z,0,1,Display_1,Creative2
ccef141l28762eeba1l8l7e6a5c2c,0,2014-12-09T14:13:45Z,0,1,Display_1,Creative2
ccef141l28762eeba1l8l7e6a5c2c,0,2014-12-09T14:14:28Z,0,1,Display_1,Creative2
ccef141l28762eeba1l8l7e6a5c2c,0,2014-12-10T07:56:07Z,0,1,PaidSearch_2,Creative3
ccef141l28762eeba1l8l7e6a5c2c,0,2014-12-10T07:58:32Z,0,1,PaidSearch_2,Creative2
ccef141l28762eeba1l8l7e6a5c2c,0,2014-12-16T12:40:01Z,0,1,Display_1,Creative3
ccef141l28762eeba1l8l7e6a5c2c,0,2014-12-16T12:41:50Z,0,1,Display_1,Creative2
ccef141l28762eeba1l8l7e6a5c2c,0,2014-12-18T08:18:03Z,0,1,PaidSearch_2,Creative1
ccef141l28762eeba1l8l7e6a5c2c,0,2014-12-22T11:34:39Z,0,1,Display_1,Creative2
ccef141l28762eeba1l8l7e6a5c2c,0,2014-12-22T11:35:21Z,0,1,Display_1,Creative3
ccef141l28762eeba1l8l7e6a5c2c,0,2014-12-30T08:29:51Z,0,1,PaidSearch_1,Creative1
i21f2ldle3ble2fdc68c817334f63,0,2014-12-05T08:16:35Z,0,1,Display_1,Creative3
27e4f34ia6e6e8l344188e86c5342,0,2014-12-12T12:04:53Z,0,1,Display_1,Creative3
27e4f34ia6e6e8l344188e86c5342,0,2014-12-12T12:08:17Z,0,1,Display_1,Creative2
27e4f34ia6e6e8l344188e86c5342,0,2014-12-12T12:08:43Z,0,1,Display_1,Creative2
27e4f34ia6e6e8l344188e86c5342,0,2014-12-12T12:08:57Z,0,1,Display_1,Creative1
27e4f34ia6e6e8l344188e86c5342,0,2014-12-17T11:55:48Z,0,1,PaidSearch_2,Creative1
27e4f34ia6e6e8l344188e86c5342,0,2014-12-29T09:17:08Z,0,1,PaidSearch_2,Creative1
c8473bfcalaaf6aaf2elc344a4f71,0,2014-12-21T20:24:30Z,0,1,Display_2,Creative1
d6bbf3f5il3ecdl1fc8c255f3ii8f,0,2014-12-24T10:57:44Z,0,1,Display_3,Creative1
d6bbf3f5il3ecdl1fc8c255f3ii8f,0,2014-12-24T10:58:44Z,0,1,Display_3,Creative1
44b4ad25l4dl537ia2128f8ii4i4l,0,2014-12-16T13:01:57Z,0,1,Display_1,Creative2
13615354d38a13d56daaiff1a447b,0,2014-12-11T13:07:30Z,0,1,PaidSearch_2,Creative1
13615354d38a13d56daaiff1a447b,0,2014-12-30T07:50:07Z,0,1,PaidSearch_1,Creative1
13615354d38a13d56daaiff1a447b,0,2014-12-31T10:16:31Z,0,1,Display_2,Creative3
47l3le2cd244d33f22l755f87dccf,0,2014-12-09T13:44:32Z,0,1,PaidSearch_2,Creative2
27ia6i824548fld2efl146a3i1657,0,2014-12-10T13:35:54Z,0,1,PaidSearch_2,Creative1
27ia6i824548fld2efl146a3i1657,0,2014-12-10T13:36:03Z,0,1,PaidSearch_2,Creative1
27ia6i824548fld2efl146a3i1657,0,2014-12-10T13:36:07Z,0,1,PaidSearch_2,Creative1
27ia6i824548fld2efl146a3i1657,0,2014-12-10T13:36:14Z,0,1,PaidSearch_2,Creative2
32b7fdc3866ai6ica8542fi4f2a4i,0,2014-12-23T17:30:02Z,0,1,PaidSearch_2,Creative3
32b7fdc3866ai6ica8542fi4f2a4i,0,2014-12-27T11:38:50Z,0,1,PaidSearch_2,Creative1
32b7fdc3866ai6ica8542fi4f2a4i,0,2014-12-28T16:40:32Z,0,1,PaidSearch_2,Creative2
falfcededli4l7ec3i64c4a5dl3i7,0,2014-12-11T11:04:52Z,0,1,Display_1,Creative2
falfcededli4l7ec3i64c4a5dl3i7,0,2014-12-11T11:05:50Z,0,1,Display_1,Creative1
fcb7d83533fa3cfl88a4f34lelie2,0,2014-12-09T12:32:30Z,0,1,Display_1,Creative3
fcb7d83533fa3cfl88a4f34lelie2,0,2014-12-09T13:09:24Z,0,1,Display_1,Creative3
fcb7d83533fa3cfl88a4f34lelie2,0,2014-12-09T13:49:09Z,0,1,Display_1,Creative1
fcb7d83533fa3cfl88a4f34lelie2,0,2014-12-10T12:07:41Z,0,1,Display_1,Creative2
fcb7d83533fa3cfl88a4f34lelie2,0,2014-12-11T11:20:52Z,0,1,Display_1,Creative1
l24831fc3ec6cdil54f75374f25if,0,2014-12-02T13:17:14Z,0,1,Display_2,Creative2
l24831fc3ec6cdil54f75374f25if,0,2014-12-04T12:33:00Z,0,1,Display_2,Creative2
l24831fc3ec6cdil54f75374f25if,0,2014-12-05T11:18:02Z,0,1,Display_1,Creative1
l24831fc3ec6cdil54f75374f25if,0,2014-12-08T11:40:37Z,0,1,PaidSearch_1,Creative1
l24831fc3ec6cdil54f75374f25if,0,2014-12-09T10:20:28Z,0,1,PaidSearch_1,Creative2
l24831fc3ec6cdil54f75374f25if,0,2014-12-12T09:39:31Z,0,1,Display_2,Creative2
l24831fc3ec6cdil54f75374f25if,0,2014-12-16T12:23:36Z,0,1,PaidSearch_1,Creative1
l24831fc3ec6cdil54f75374f25if,0,2014-12-16T12:23:37Z,0,1,Display_2,Creative3
l24831fc3ec6cdil54f75374f25if,0,2014-12-18T09:05:50Z,0,1,PaidSearch_1,Creative2
l24831fc3ec6cdil54f75374f25if,0,2014-12-18T09:06:01Z,0,1,PaidSearch_1,Creative2
l24831fc3ec6cdil54f75374f25if,0,2014-12-19T11:32:48Z,0,1,Display_3,Creative2
l24831fc3ec6cdil54f75374f25if,0,2014-12-19T11:32:59Z,0,1,Display_3,Creative2
l24831fc3ec6cdil54f75374f25if,0,2014-12-19T11:32:59Z,0,1,Display_3,Creative1
l24831fc3ec6cdil54f75374f25if,0,2014-12-22T08:36:30Z,0,1,Display_2,Creative3
l24831fc3ec6cdil54f75374f25if,0,2014-12-23T08:43:06Z,0,1,PaidSearch_1,Creative2
l24831fc3ec6cdil54f75374f25if,0,2014-12-23T08:43:39Z,0,1,PaidSearch_1,Creative1
l24831fc3ec6cdil54f75374f25if,0,2014-12-23T10:04:25Z,0,1,Display_2,Creative2
l2a336l34bcfce6555bf5lbbaebe8,0,2014-12-18T13:43:08Z,0,1,PaidSearch_2,Creative2
l2a336l34bcfce6555bf5lbbaebe8,0,2014-12-18T13:53:08Z,0,1,PaidSearch_2,Creative2
l2a336l34bcfce6555bf5lbbaebe8,0,2014-12-18T13:53:09Z,0,1,PaidSearch_2,Creative1
l2a336l34bcfce6555bf5lbbaebe8,0,2014-12-18T15:27:51Z,0,1,PaidSearch_2,Creative2
l2a336l34bcfce6555bf5lbbaebe8,0,2014-12-18T15:27:52Z,0,1,PaidSearch_2,Creative1
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-03T14:38:11Z,0,1,PaidSearch_2,Creative2
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-08T10:30:48Z,0,1,PaidSearch_2,Creative2
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-11T15:17:19Z,0,1,PaidSearch_2,Creative1
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-11T15:17:21Z,0,1,PaidSearch_2,Creative3
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-11T15:18:02Z,0,1,PaidSearch_2,Creative2
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-12T11:04:15Z,0,1,PaidSearch_2,Creative2
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-12T11:04:21Z,0,1,PaidSearch_2,Creative1
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-12T11:04:44Z,0,1,PaidSearch_2,Creative3
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-12T11:04:47Z,0,1,PaidSearch_2,Creative1
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-12T11:04:48Z,0,1,PaidSearch_2,Creative1
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-12T11:05:30Z,0,1,PaidSearch_2,Creative1
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-12T11:05:34Z,0,1,PaidSearch_2,Creative3
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-15T14:19:28Z,0,1,PaidSearch_2,Creative1
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-15T14:19:32Z,0,1,PaidSearch_2,Creative1
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-15T14:19:45Z,0,1,PaidSearch_2,Creative2
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-15T14:20:35Z,0,1,PaidSearch_2,Creative2
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-15T14:20:36Z,0,1,PaidSearch_2,Creative2
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-15T14:20:41Z,0,1,PaidSearch_2,Creative2
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-17T14:29:16Z,0,1,PaidSearch_2,Creative3
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-17T14:29:34Z,0,1,PaidSearch_2,Creative2
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-17T14:30:46Z,0,1,PaidSearch_2,Creative3
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-17T14:31:18Z,0,1,PaidSearch_2,Creative1
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-22T08:49:35Z,0,1,PaidSearch_2,Creative3
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-22T08:51:15Z,0,1,PaidSearch_2,Creative3
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-22T08:51:46Z,0,1,PaidSearch_2,Creative1
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-23T09:12:15Z,0,1,PaidSearch_2,Creative1
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-23T09:12:48Z,0,1,PaidSearch_2,Creative2
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-23T12:38:38Z,0,1,PaidSearch_2,Creative2
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-23T12:39:34Z,0,1,PaidSearch_2,Creative2
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-24T10:51:04Z,0,1,PaidSearch_2,Creative2
1af1caba1dd3fbb3d72223bblc83d,0,2014-12-29T13:37:28Z,0,1,PaidSearch_2,Creative2
e1a743lb7ic34acf453icfce64de4,0,2014-12-03T10:11:00Z,0,1,PaidSearch_2,Creative2
e1a743lb7ic34acf453icfce64de4,0,2014-12-03T10:14:43Z,0,1,PaidSearch_2,Creative3
e1a743lb7ic34acf453icfce64de4,0,2014-12-11T10:38:57Z,0,1,PaidSearch_2,Creative3
e1a743lb7ic34acf453icfce64de4,0,2014-12-11T13:31:11Z,0,1,Display_3,Creative2
e8iibeaeeeded8545ai6b6ac45i1b,0,2014-12-11T11:39:49Z,0,1,Display_2,Creative2
l55f7af3e15de3af5i271i2343f4a,0,2014-12-20T14:16:18Z,0,1,Display_2,Creative2
l55f7af3e15de3af5i271i2343f4a,0,2014-12-20T14:16:55Z,0,1,PaidSearch_1,Creative2
44d217i431cidlbi4daa7la2eif51,0,2014-12-07T18:17:43Z,0,1,PaidSearch_2,Creative3
44d217i431cidlbi4daa7la2eif51,0,2014-12-07T18:17:57Z,0,1,PaidSearch_2,Creative2
44d217i431cidlbi4daa7la2eif51,0,2014-12-07T18:18:38Z,0,1,PaidSearch_2,Creative3
44d217i431cidlbi4daa7la2eif51,0,2014-12-08T13:58:25Z,0,1,PaidSearch_2,Creative1
44d217i431cidlbi4daa7la2eif51,0,2014-12-11T14:19:06Z,0,1,Display_3,Creative3
44d217i431cidlbi4daa7la2eif51,0,2014-12-11T14:22:58Z,0,1,Display_3,Creative2
44d217i431cidlbi4daa7la2eif51,0,2014-12-11T14:24:38Z,0,1,PaidSearch_2,Creative3
44d217i431cidlbi4daa7la2eif51,0,2014-12-11T14:25:03Z,0,1,PaidSearch_2,Creative1
44d217i431cidlbi4daa7la2eif51,0,2014-12-11T14:27:22Z,0,1,PaidSearch_2,Creative3
44d217i431cidlbi4daa7la2eif51,0,2014-12-11T14:27:26Z,0,1,PaidSearch_2,Creative3
583eai5ad54dlad1cff1il386621a,0,2014-12-01T14:36:17Z,0,1,Display_2,Creative3
cd7bfle3dd238ia212adai1f1ea87,0,2014-12-16T05:57:13Z,0,1,PaidSearch_2,Creative2
cd7bfle3dd238ia212adai1f1ea87,0,2014-12-17T14:24:24Z,0,1,PaidSearch_1,Creative3
cd7bfle3dd238ia212adai1f1ea87,0,2014-12-19T06:18:20Z,0,1,PaidSearch_2,Creative3
e68d14f7ab31i23826ife42783iii,0,2014-12-04T13:02:05Z,0,1,Display_1,Creative2
id6l7c58efeb5b3iib1bb37c4el78,0,2014-12-22T09:50:00Z,0,1,Display_2,Creative2
ab2af27ce6lf65c73l44c76b4731b,0,2014-12-02T16:12:00Z,0,1,PaidSearch_2,Creative2
ab2af27ce6lf65c73l44c76b4731b,0,2014-12-02T16:12:31Z,0,1,PaidSearch_2,Creative1
ab2af27ce6lf65c73l44c76b4731b,0,2014-12-02T16:13:16Z,0,1,PaidSearch_2,Creative3
ab2af27ce6lf65c73l44c76b4731b,0,2014-12-05T14:08:19Z,0,1,PaidSearch_2,Creative1
ab2af27ce6lf65c73l44c76b4731b,0,2014-12-05T14:09:37Z,0,1,PaidSearch_2,Creative2
ab2af27ce6lf65c73l44c76b4731b,0,2014-12-20T18:53:14Z,0,1,PaidSearch_2,Creative2
ab2af27ce6lf65c73l44c76b4731b,0,2014-12-20T18:56:37Z,0,1,PaidSearch_2,Creative1
ab2af27ce6lf65c73l44c76b4731b,0,2014-12-20T18:58:34Z,0,1,PaidSearch_2,Creative2
ab2af27ce6lf65c73l44c76b4731b,0,2014-12-20T18:58:36Z,0,1,PaidSearch_2,Creative3
ab2af27ce6lf65c73l44c76b4731b,0,2014-12-29T15:44:55Z,0,1,PaidSearch_2,Creative2
e135a721cl6eccaacb6748cd7ib35,0,2014-12-06T12:17:09Z,0,1,Display_2,Creative1
e135a721cl6eccaacb6748cd7ib35,0,2014-12-16T14:21:02Z,0,1,Display_2,Creative3
e135a721cl6eccaacb6748cd7ib35,0,2014-12-18T16:39:25Z,0,1,Display_2,Creative1
e135a721cl6eccaacb6748cd7ib35,0,2014-12-22T14:13:21Z,0,1,PaidSearch_1,Creative3
e135a721cl6eccaacb6748cd7ib35,0,2014-12-22T14:14:25Z,0,1,PaidSearch_1,Creative2
e135a721cl6eccaacb6748cd7ib35,0,2014-12-24T11:44:50Z,0,1,PaidSearch_1,Creative2
e135a721cl6eccaacb6748cd7ib35,0,2014-12-28T15:29:45Z,0,1,Display_2,Creative2
e135a721cl6eccaacb6748cd7ib35,0,2014-12-30T16:16:52Z,0,1,Display_2,Creative2
565ba5i1lci8652c7b3abf77l61ca,0,2014-12-08T16:29:09Z,0,1,PaidSearch_1,Creative3
i56438bdl723478iai2fbl6belle6,0,2014-12-06T14:17:30Z,0,1,Display_1,Creative2
i56438bdl723478iai2fbl6belle6,0,2014-12-09T13:16:59Z,0,1,Display_1,Creative2
i56438bdl723478iai2fbl6belle6,0,2014-12-09T13:17:21Z,0,1,Display_1,Creative2
18l55c3l76181beiblfelfl217if8,0,2014-12-04T17:56:45Z,0,1,PaidSearch_2,Creative3
18l55c3l76181beiblfelfl217if8,0,2014-12-08T10:53:30Z,0,1,Display_1,Creative1
18l55c3l76181beiblfelfl217if8,0,2014-12-08T10:54:11Z,0,1,Display_1,Creative2
18l55c3l76181beiblfelfl217if8,0,2014-12-08T10:54:25Z,0,1,Display_1,Creative2
18l55c3l76181beiblfelfl217if8,0,2014-12-08T10:58:25Z,0,1,Display_1,Creative3
18l55c3l76181beiblfelfl217if8,0,2014-12-12T13:15:34Z,0,1,PaidSearch_2,Creative2
18l55c3l76181beiblfelfl217if8,0,2014-12-22T15:44:43Z,0,1,PaidSearch_2,Creative2
af45b76b232fcialfffe2fif52di4,0,2014-12-05T11:09:37Z,0,1,Display_1,Creative2
af45b76b232fcialfffe2fif52di4,0,2014-12-05T11:11:00Z,0,1,Display_1,Creative1
eaababee365b7i16671eba2546f51,0,2014-12-09T15:01:36Z,0,1,PaidSearch_2,Creative2
8d66e1628a6fe868b3iaa1ed63dff,0,2014-12-18T12:19:27Z,0,1,Display_2,Creative1
8d66e1628a6fe868b3iaa1ed63dff,0,2014-12-18T12:19:27Z,0,1,Display_2,Creative3
ede18425cfa47l6a4f7a5d85l6c1f,0,2014-12-01T21:02:22Z,0,1,PaidSearch_1,Creative2
ede18425cfa47l6a4f7a5d85l6c1f,0,2014-12-01T21:02:58Z,0,1,Display_2,Creative3
ede18425cfa47l6a4f7a5d85l6c1f,0,2014-12-15T19:54:20Z,0,1,PaidSearch_1,Creative2
ede18425cfa47l6a4f7a5d85l6c1f,0,2014-12-20T09:14:14Z,0,1,Display_2,Creative2
ede18425cfa47l6a4f7a5d85l6c1f,0,2014-12-20T09:15:59Z,0,1,PaidSearch_1,Creative1
1i2l7ffi3eecfidb5d2feli7i164e,0,2014-12-02T09:49:14Z,0,1,Display_1,Creative2
1i2l7ffi3eecfidb5d2feli7i164e,0,2014-12-08T12:50:34Z,0,1,Display_1,Creative3
ib4l11dll3aa5626ii7757fdi84a5,0,2014-12-03T10:47:31Z,0,1,PaidSearch_2,Creative1
635ab5ebb5fc73562l7a51ccc1db1,0,2014-12-06T19:31:18Z,0,1,PaidSearch_2,Creative3
635ab5ebb5fc73562l7a51ccc1db1,0,2014-12-07T11:13:58Z,0,1,PaidSearch_2,Creative2
23lcib64476lii42i65f6i3al6dfd,0,2014-12-13T00:33:06Z,0,1,PaidSearch_1,Creative2
4ci436ad55762fd8462714ecdec4e,0,2014-12-01T15:01:38Z,0,1,PaidSearch_2,Creative2
4ci436ad55762fd8462714ecdec4e,0,2014-12-01T15:05:05Z,0,1,PaidSearch_2,Creative2
4ci436ad55762fd8462714ecdec4e,0,2014-12-03T12:29:25Z,0,1,PaidSearch_2,Creative2
4ci436ad55762fd8462714ecdec4e,0,2014-12-03T12:44:25Z,0,1,PaidSearch_2,Creative3
4ci436ad55762fd8462714ecdec4e,0,2014-12-16T09:40:01Z,0,1,PaidSearch_2,Creative2
